"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"melanocytic","TME","appa","cd74a",0.051976213681535,0,"APP_CD74_3","appa - cd74a","APP","Cell-Cell Contact","PMID: 19849849"
"invasive","TME","appa","cd74a",0.101331307720074,0,"APP_CD74_3","appa - cd74a","APP","Cell-Cell Contact","PMID: 19849849"
"stressed","TME","appa","cd74a",0.0614877648721247,0,"APP_CD74_3","appa - cd74a","APP","Cell-Cell Contact","PMID: 19849849"
"proliferative","TME","appa","cd74a",0.0179472927767582,0,"APP_CD74_3","appa - cd74a","APP","Cell-Cell Contact","PMID: 19849849"
"inflammatory","TME","appa","cd74a",0.0614877648721247,0,"APP_CD74_3","appa - cd74a","APP","Cell-Cell Contact","PMID: 19849849"
"TME","TME","appa","cd74b",0.0138762437438142,0,"APP_CD74_4","appa - cd74b","APP","Cell-Cell Contact","PMID: 19849849"
"melanocytic","TME","appa","cd74b",0.0405046270753431,0,"APP_CD74_4","appa - cd74b","APP","Cell-Cell Contact","PMID: 19849849"
"invasive","TME","appa","cd74b",0.0798845353771665,0,"APP_CD74_4","appa - cd74b","APP","Cell-Cell Contact","PMID: 19849849"
"stressed","TME","appa","cd74b",0.0480232404987751,0,"APP_CD74_4","appa - cd74b","APP","Cell-Cell Contact","PMID: 19849849"
"proliferative","TME","appa","cd74b",0.0138762437438142,0,"APP_CD74_4","appa - cd74b","APP","Cell-Cell Contact","PMID: 19849849"
"inflammatory","TME","appa","cd74b",0.0480232404987751,0,"APP_CD74_4","appa - cd74b","APP","Cell-Cell Contact","PMID: 19849849"
"invasive","invasive","cdh2","cdh2",0.0365106790196923,0,"CDH2_CDH2","cdh2 - cdh2","CDH","Cell-Cell Contact","KEGG: mmu04514"
"stressed","invasive","cdh2","cdh2",0.0202804287132899,0,"CDH2_CDH2","cdh2 - cdh2","CDH","Cell-Cell Contact","KEGG: mmu04514"
"proliferative","invasive","cdh2","cdh2",0.00685279464664197,0,"CDH2_CDH2","cdh2 - cdh2","CDH","Cell-Cell Contact","KEGG: mmu04514"
"invasive","stressed","cdh2","cdh2",0.0202804287132899,0,"CDH2_CDH2","cdh2 - cdh2","CDH","Cell-Cell Contact","KEGG: mmu04514"
"stressed","stressed","cdh2","cdh2",0.0111813524878866,0,"CDH2_CDH2","cdh2 - cdh2","CDH","Cell-Cell Contact","KEGG: mmu04514"
"proliferative","stressed","cdh2","cdh2",0.00375510896057461,0,"CDH2_CDH2","cdh2 - cdh2","CDH","Cell-Cell Contact","KEGG: mmu04514"
"invasive","proliferative","cdh2","cdh2",0.00685279464664197,0,"CDH2_CDH2","cdh2 - cdh2","CDH","Cell-Cell Contact","KEGG: mmu04514"
"stressed","proliferative","cdh2","cdh2",0.00375510896057461,0,"CDH2_CDH2","cdh2 - cdh2","CDH","Cell-Cell Contact","KEGG: mmu04514"
"proliferative","proliferative","cdh2","cdh2",0.00125484437175454,0,"CDH2_CDH2","cdh2 - cdh2","CDH","Cell-Cell Contact","KEGG: mmu04514"
"TME","TME","f11r.1","f11r.1",0.00314633220405281,0,"F11R_F11R_4","f11r.1 - f11r.1","JAM","Cell-Cell Contact","KEGG: mmu04514"
"TME","melanocytic","f11r.1","jam3b",0.0019874224320675,0,"F11R_JAM3_4","f11r.1 - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"TME","invasive","f11r.1","jam3b",0.00314633220405281,0,"F11R_JAM3_4","f11r.1 - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"TME","stressed","f11r.1","jam3b",0.00708841876118869,0,"F11R_JAM3_4","f11r.1 - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"TME","proliferative","f11r.1","jam3b",0.0019874224320675,0,"F11R_JAM3_4","f11r.1 - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"TME","inflammatory","f11r.1","jam3b",0.0019874224320675,0,"F11R_JAM3_4","f11r.1 - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"melanocytic","TME","jam3b","f11r.1",0.0019874224320675,0,"JAM3_F11R_4","jam3b - f11r.1","JAM","Cell-Cell Contact","KEGG: mmu04514"
"invasive","TME","jam3b","f11r.1",0.00314633220405281,0,"JAM3_F11R_4","jam3b - f11r.1","JAM","Cell-Cell Contact","KEGG: mmu04514"
"stressed","TME","jam3b","f11r.1",0.00708841876118869,0,"JAM3_F11R_4","jam3b - f11r.1","JAM","Cell-Cell Contact","KEGG: mmu04514"
"proliferative","TME","jam3b","f11r.1",0.0019874224320675,0,"JAM3_F11R_4","jam3b - f11r.1","JAM","Cell-Cell Contact","KEGG: mmu04514"
"inflammatory","TME","jam3b","f11r.1",0.0019874224320675,0,"JAM3_F11R_4","jam3b - f11r.1","JAM","Cell-Cell Contact","KEGG: mmu04514"
"melanocytic","melanocytic","jam3b","jam3b",0.00125484437175454,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"invasive","melanocytic","jam3b","jam3b",0.0019874224320675,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"stressed","melanocytic","jam3b","jam3b",0.00448402506986804,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"proliferative","melanocytic","jam3b","jam3b",0.00125484437175454,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"inflammatory","melanocytic","jam3b","jam3b",0.00125484437175454,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"melanocytic","invasive","jam3b","jam3b",0.0019874224320675,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"invasive","invasive","jam3b","jam3b",0.00314633220405281,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"stressed","invasive","jam3b","jam3b",0.00708841876118869,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"proliferative","invasive","jam3b","jam3b",0.0019874224320675,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"inflammatory","invasive","jam3b","jam3b",0.0019874224320675,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"melanocytic","stressed","jam3b","jam3b",0.00448402506986804,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"invasive","stressed","jam3b","jam3b",0.00708841876118869,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"stressed","stressed","jam3b","jam3b",0.0158908700702601,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"proliferative","stressed","jam3b","jam3b",0.00448402506986804,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"inflammatory","stressed","jam3b","jam3b",0.00448402506986804,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"melanocytic","proliferative","jam3b","jam3b",0.00125484437175454,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"invasive","proliferative","jam3b","jam3b",0.0019874224320675,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"stressed","proliferative","jam3b","jam3b",0.00448402506986804,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"proliferative","proliferative","jam3b","jam3b",0.00125484437175454,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"inflammatory","proliferative","jam3b","jam3b",0.00125484437175454,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"melanocytic","inflammatory","jam3b","jam3b",0.00125484437175454,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"invasive","inflammatory","jam3b","jam3b",0.0019874224320675,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"stressed","inflammatory","jam3b","jam3b",0.00448402506986804,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"proliferative","inflammatory","jam3b","jam3b",0.00125484437175454,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"inflammatory","inflammatory","jam3b","jam3b",0.00125484437175454,0,"JAM3_JAM3_4","jam3b - jam3b","JAM","Cell-Cell Contact","KEGG: mmu04514"
"invasive","invasive","l1cama","l1cama",0.00125484437175454,0,"L1CAM_L1CAM","l1cama - l1cama","L1CAM","Cell-Cell Contact","PMID: 18701456"
"invasive","invasive","negr1","negr1",0.00125484437175454,0,"NEGR1_NEGR1","negr1 - negr1","NEGR","Cell-Cell Contact","KEGG: mmu04514"
